ID	#ofRTs	HashTags	Date	TweetText		Url	User	Randomize
2406	0	cat, cutecat, WangoTango, UFC211	2017-05-14 03:56:17	Cat watching a horror movie will be the cutest thing you will see today! ,,, 		https://goo.gl/a0md4L	andreagreene741	3694
5390	0	WangoTango	2017-05-14 04:06:44	"Meet &amp; greet photos of @backstreetboys from .
"		http://kiisfm.iheart.com/features/wango-tango-2017-2021/photos/5/main/wango-tango-2017-meet-greet-photos-477788/#/116/26776933	KaosOnline	3689
4571	1		2017-05-14 03:47:27	my  1d ship stays winning 		https://twitter.com/narrysource/status/863583153142845440	projectwrecked	3683
2404	0		2017-05-14 03:56:17	Baby is so cute 💓 		https://twitter.com/CamrenNews/status/863551239203803145	itsAshLopez	3679
1454	0		2017-05-14 03:52:37	I'm so upset 		https://twitter.com/katysmyhabibi/status/863558209700847617	izabella_a_	3675
513	836	WangoTango	2017-05-14 01:41:41	.@1027KIISFM's post on Instagram  			saiiapichaya	3668
5067	0	WangoTango	2017-05-14 04:05:33	Bout had a heart attack when the said @LiamPayne was here at . 1 more week till we have a full set of singles from the boys!			alexinlalaland	3666
1591	0	maroon5, Prince, WangoTango	2017-05-14 03:53:09	" doing a great cover of  ""Let's Go Crazy"" at  "	Let 's Go Crazy		MVanterpool	3664
2770	21	WangoTango	2017-05-14 02:23:06	Alessia Cara on the  yellow carpet just now 👋🏽 | @iHeartRadio 	Alessia Cara		outlawsharmony	3662
1727	3	WangoTango	2017-05-14 03:30:43	@noahcyrus &amp; @MileyCyrus surprised mommy @tishcyrus with a birthday cake at  tonight! HAPPY BIRTHDAY MT… 			ng3ld0wn	3658
1673	116	WangoTango	2017-05-14 02:39:52	".@MileyCyrus performing ""Malibu"" live for the first time at  is EVERYTHING! @1027KIISFM"	Malibu		StephySmilovVe	3657
3467	0		2017-05-14 03:59:54	Christ. As Dolly Parton dies a little bit more..... 	Dolly Parton	https://twitter.com/iheartradio/status/863584972455555073	rickydigital	3651
1071	35	WangoTango	2017-05-14 02:51:42	📸 | Liam at  tonight -11 	Liam		xElaPayneX	3622
537	70	OnTheLoose, WangoTango	2017-05-14 02:18:43	When @NiallOfficial brings out  💃🏻  			RealRachelMarin	3613
4025	14	WANGOTANGO	2017-05-14 02:49:54	"OH MY FUCKING GOD LIAM JUST WATCHED NIALL'S PERFORMANCE CAN YOU HEAR ME SCREAM 
 
 "	LIAM		xLarrySyndrome	3606
759	32	WangoTango	2017-05-14 03:22:01	Alessia backstage at ! 			greedyalessia	3602
1121	57	WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO	2017-05-14 00:51:09	"Camila on @1027KIISFM's yellow carpet.

   "	Camila		garciacabello2	3582
1004	37	WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO	2017-05-14 01:33:28	"Camila on 's red carpet.

  "	Camila		garciacabello2	3575
27	166	WangoTango	2017-05-14 03:44:27	"When the sound cuts out right at the top of your set and your just like 
""IT AINT MY FAULT"" 😩😂  "			DinahMyCaptain	3566
485	118	WangoTango, WN1D	2017-05-14 03:06:04	Liam en el backstage de   	Liam		arely_tb	3546
2724	236	WangoTango	2017-05-14 00:53:53	Just a quick pep talk from @katyperry before @noahcyrus hits the  stage 👭❤️ 			perrygwza	3533
1928	66	WangoTango	2017-05-14 01:27:53	.@HaileeSteinfeld is seriously goals....and killing the outfit game  			onedire79089870	3529
586	32	WangoTango	2017-05-14 02:48:44	miley cantando y bailando we can't stop MY 2013 FEELS  			Sebastianariasy	3524
349	36	WangoTango	2017-05-14 01:12:18	Niall con fans en el ! (3) 			RebeZantosh1D	3522
2332	0		2017-05-14 03:56:04	HONESTLY SAVED ME 		https://twitter.com/iheartradio/status/863581783698231296	niallohhh	3518
3166	1	WangoTango	2017-05-14 03:04:46	Geli's Instagram. Stella! And adorable lil June 💕  	Geli 's Instagram,Stella		gabrielmvalois	3514
1253	79	WangoTango	2017-05-14 02:20:14	In honour of  being today, here's a throwback to Zayn performing at last year's Wango Tango! 	Wango Tango		ZeeZzZayN	3510
1635	0	WangoTango	2017-05-14 03:53:20	Maroon 5 covering Prince...what else could you want in life?? 	Maroon 5,Prince		MrStevenJohnson	3509
1147	0		2017-05-14 03:51:37	NIALL IN A FUCKING HENLEY SINGING SLOW HANDS.. I'VE DIED AND GONE TO HEAVEN (minus that fucking hat) 		https://twitter.com/1dfamlly/status/863583482215358464	callmekaitxo	3497
3741	4	WangoTango	2017-05-14 02:44:50	Miley singing 'We Cant Stop' at . 			chem_is_TRY__	3467
5205	0	WangoTango	2017-05-14 04:06:07	 is trending worldwide.			CelebUpd8s	3465
5350	0	WangoTango	2017-05-14 04:06:37	Liam at  tonight.  (via @wydnialll) 	Liam		1DInfoForFans	3434
126	542	wangotango	2017-05-14 00:31:31	Camila with @tanyarad on @1027KIISFM's Snapchat story  	Camila		saiiapichaya	3428
1797	0	SamuraiJack, UFC211, BookOfJohnGray, GB400, WangoTango, MostRequestedLive	2017-05-14 03:54:02	 , Joevin Jones ,  ,  , Bryce Harper ,  ,  , 	Joevin Jones,Bryce Harper		nipponupdate	3424
2106	0		2017-05-14 03:55:16	Yes they were everything except good 		https://twitter.com/katysmyhabibi/status/863558209700847617	zenmani	3422
986	70	WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO	2017-05-14 01:34:10	"Camila on @ashlee_juno's Instagram story.

   "	Camila		garciacabello2	3406
54	1	WangoTango	2017-05-14 03:47:25	Camila no yellow Carpet do  			HeyLaurmila	3394
845	21	WangoTango	2017-05-13 18:35:15	Our first  Village artist @HeyViolet has hit the stage!!  	Village	http://ww.kiisfm.com/wangotango	NJHLove93	3386
575	18	WangoTango	2017-05-14 03:37:58	i'm so proud of her  			queengrimmiex	3385
2355	0	Awesometech, hightech, WangoTango, UFC211	2017-05-14 03:56:08	Mercedes F015 Concept Car Drives Itself To CES Las Vegas ,,, 	Mercedes F015,Vegas	http://goo.gl/PFm1pV	edwardbond2581	3369
1435	272	WangoTango	2017-05-14 02:07:12	Guess whose set this is😉  			pphox	3366
563	1		2017-05-14 01:43:34	.@EsperanzaGomez @LasMasPutasMex @Culos_Enormes @CamGirlzParty @LindasPutitas @CamGirlz1 @CamGirlErotica… 			rubicon765	3365
1369	0	PREMIOSMTVMIAW, MTVINSTAGLCABELLO	2017-05-14 03:52:18	CamilaNationBr:   		https://twitter.com/CamilaNationBR/status/863602510765973506	LittleCCabeyo	3362
1545	2	WangoTango	2017-05-14 03:30:54	Niall performing Slow Hands at  today! -J 			CelebUpd8s	3358
671	1	WangoTango	2017-05-14 03:36:07	Justin singing Hold Tight last 2 years ago at  	Justin		francesxasg	3352
1614	0	wangotango, upgrade	2017-05-14 03:53:16	Please upgrade my little sister and i to the pit so she can see her fave Miley!!!  			Amrozek25	3343
347	163	WangoTango	2017-05-14 01:41:39	"Yesssss 🙌🏽 @katyperry performing her new single ""Bon Appetit"" at @1027KIISFM  "	Bon Appetit		prismxticboy	3342
4578	0		2017-05-14 04:03:52	i will die for her tummy RIGHT NOW 		https://twitter.com/CCabelloNews/status/863604631246524416	darthleias	3328
1751	49		2017-05-14 03:07:01	Guess who's in the building! 😍 Get those dancing shoes on because @alessiasmusic and @zedd are coming up!… 			Karla77508059	3326
117	111	Jolene, WangoTango	2017-05-14 02:39:27	.@MileyCyrus is BACK and taking us back to her roots with  at   		http://bit.ly/2pwi3Ul	MiPhiaPerfect	3322
292	0	WangoTango	2017-05-14 03:48:38	KIIS/Los Angeles Releases The Lineup For The Free Wango Tango ...  ⚡🌟 	KIIS/Los Angeles Releases	http://clasificadosformosa.com/searching/forex/11?dmuaepo	Luciana0738	3317
1968	26	WangoTango	2017-05-14 02:59:49	Everybody, rock your body! 😍 @backstreetboys 			BackstreetLamb	3316
5194	0	WangoTango	2017-05-14 04:06:04	i miss justin's performance back in 2015 :,( 	justin		bizzlesthrone	3315
5101	0	WangoTango	2017-05-14 04:05:42	It's a beautiful night at  Zedd is on stage!	Zedd		RonTheITGuy	3312
2275	145	WangoTango	2017-05-13 17:55:40	Niall takes the  stage at 7:15PM PST tonight. We'll be posting live on our Instagram Story (@901Music).… 			nong21914	3304
3529	0		2017-05-14 04:00:04	i fucking love this song 		https://twitter.com/hoeslay/status/863603878159306753	hfkbeth	3290
3705	2	UPDATE, WangoTango	2017-05-14 02:58:24	 | Miley &amp; @halsey backstage.  			chem_is_TRY__	3279
3546	0	WangoTango	2017-05-14 04:00:08	Bless your timeline with Niam  	Niam		hotbeanlouis	3266
4544	0		2017-05-14 04:03:43	this is so good fuckk 		https://twitter.com/hoeslay/status/863603878159306753	aIcohalsey	3257
2449	153	WangoTango	2017-05-14 02:19:04	Niall cantando On The Loose!  			bae_hxrry	3255
59	2		2017-05-14 03:10:56	OMG PLEASE PERFORM W NIALL PLEASE 		https://twitter.com/OfficialWith1D/status/863582144773451776	cacaehs	3249
1912	80	WangoTango	2017-05-14 01:59:35	📸 | Liam at  tonight. 	Liam		xElaPayneX	3241
1971	0	WangoTango, wangotango2017	2017-05-14 03:54:44	"🔥That moment when @kendra_benz clothes hit the floor!🔥

🆓➡️

 
 
 "		http://lovefreecams.com/cam/kendrabenz, https://twitter.com/i/web/status/863603458468757504	lovefreecams	3218
1715	947	WangoTango	2017-05-14 00:26:19	Camila Cabello on the  just now 🤘🏽 | @iHeartRadio 	Camila Cabello		LalYazareth	3212
4769	0		2017-05-14 04:04:36	@LiamPayne + @edsheeran = STRIP THAT DOWN 		https://twitter.com/1027kiisfm/status/863605097556606976	kadycat	3210
2564	0	WangoTango	2017-05-14 03:56:52	While we wait for the @backstreetboys  performance, check out these backstage photos! 			WHOTheBckstreet	3209
2140	0	NASCAR, WangoTango	2017-05-14 03:55:25	Okay  over now to watch whatever this  is so I can see the @backstreetboys!!!			sj2429	3198
735	15	ImStuck, WangoTango	2017-05-14 02:14:37	.@noahcyrus performed a brand NEW song titled  at . SO good!  👌		http://bit.ly/2qey4ND	noahcyrus	3192
2678	16	WangoTango	2017-05-14 02:55:47	Camila durante a performance de Bad Things no   	Camila		lvarezAntonelad	3188
1828	13	BonAppetit, WangoTango	2017-05-14 01:13:32	Katy Perry Performing  🍒 at  @katyperry @1027KIISFM 💅🏻 	Katy Perry		slayprismatic	3166
946	134	WangoTango	2017-05-14 02:35:21	"Another video of ""Slow Hands"" tonight and the crowd singing along.  "			kamryn_307	3163
216	2	WangoTango	2017-05-14 03:46:56	Miley backstage at  	Miley backstage		lipsoflauren	3156
3622	0	WangoTango	2017-05-14 04:00:25	"I just noticed that @Zedd is in the  and @LiamPayne is also there ...
Do you have a little surprise, Payne? 👀👀👀👀"	Payne		StrongforShawn_	3141
1012	14	WangoTango	2017-05-14 01:56:16	Miley was seen rehearsing Jolene earlier so we can confirm she will be singing Jolene-  	Miley,Jolene		macaronileoni	3135
4909	6		2017-05-14 03:06:59	I'M SO HERE FOR THIS!!! 		https://twitter.com/officialwith1d/status/863582144773451776	lou18harry	3123
3772	0	wangotango	2017-05-14 04:00:56	RT @CCabelloNews: Camila with @tanyarad on @1027KIISFM's Snapchat story  	Camila		CamilaDailyMX	3102
2568	0		2017-05-14 03:56:54	THE INTRO 		https://twitter.com/NJHNEWS/status/863592761907441664	inkfreeskin	3095
1221	0		2017-05-14 03:51:47	Wait, y'all stan this? 		https://twitter.com/1027KIISFM/status/863554108162097152	shadesofteddy	3073
561	28	WangoTango	2017-05-14 00:40:29	Love you @HaileeSteinfeld!!! Can't wait to see you perform later at  			Mendes_franta	3060
43	132	WangoTango	2017-05-14 03:25:16	This is everything!   &lt;3 &lt;3 		https://twitter.com/NiallOfficial/status/863595440758968320	Rosi_FD	3053
3428	7	WangoTango	2017-05-13 22:53:25	Gang's all here getting ready to broadcast these artist interviews for you!  in full force 			captain_smores	3052
1880	0	WangoTango	2017-05-14 03:54:22	Is BSB's set going to be just as long as M5's?! 	BSB		devonkosa	3047
364	39	WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO	2017-05-14 01:59:39	"Camila no backstage do 

  "			5hot5_4ever	3041
944	1	WangoTango	2017-05-14 03:25:04	Niall no  			dobrevbrieen	3028
827	1	WangoTango	2017-05-14 03:37:42	This girl is flawless  			javierlorenzo75	2995
3198	0	WangoTango	2017-05-14 03:59:11	Liam!! 	Liam		xXTwinFlamesXx	2971
1125	0	WangoTango	2017-05-14 03:51:33	@NiallOfficial @1027KIISFM @iHeartRadio you do know I lost my voice there by screaming loud at  but damn it was good			__princessxella	2964
1001	0	WangoTango	2017-05-14 03:51:11	"Wowwww adam woww @adamlevine I love youuu por siempreeeee !! 
"			NicolleCure93	2961
3522	0	UFC211, WangoTango	2017-05-14 04:00:03	"Top 5:
1: 
2: Woodley +9
3: 
4: Kate Bush
5: Leeds Bradford Airport"	Kate Bush5,Leeds Bradford Airport		Trends5UK	2958
2346	0	adamlevine, cutetoddler, WangoTango, UFC211	2017-05-14 03:56:07	Adam Levine's New Girlfriend ,,, 	Adam Levine	http://goo.gl/ci2SIW	bernade88851079	2953
1166	0		2017-05-14 03:51:40	Queen 👑 	Queen	https://twitter.com/MySmilerSide/status/863602195111006208	Niall_OneDGT	2951
2420	48	WangoTango	2017-05-14 02:42:53	"Another throwback to when Zayn did THAT at . The start of an amazing, record-breaking career!
"			cruelfan1	2942
151	0	WangoTango	2017-05-14 03:48:05	 Yeezy Yeezy what's good it's ya boi Max b			SirLoinSerrano	2932
40	0	WANGOTANGO	2017-05-14 03:47:38	LIAM AND NIALL LIAM AND NIALL @LIAMPAYNE @NIALLOFFICIAL NIALL  NIALL LIAM NIALL LIAM NIALL LIAM NIALL LIAM NIALL LIAM NIALL LIAM 	LIAM,LIAM,LIAM,LIAM,LIAM,LIAM,LIAM NIALL LIAM	https://twitter.com/i/web/status/863601672836325377	liamschocochips	2914
3533	0	WangoTango	2017-05-14 04:00:05	IF LIAM PERFORMS WITH ZEDD 	IF LIAM		devonkosa	2905
3241	16	WangoTango	2017-05-13 19:33:10	The beautiful @noahcyrus 😍can't wait to see you on our  main stage!! 			captain_smores	2903
1543	341	WangoTango	2017-05-14 00:25:27	Camila no Snapchat da @1027KIISFM  			5Hdestinylove	2894
135	4	WangoTango	2017-05-14 03:36:52	"Niall is so fast deleting his tweet. 

 "			eriLS96	2886
2478	0	funnypuppy, adorablepuppy, WangoTango, UFC211	2017-05-14 03:56:29	Funny Puppy Drinking Milk and Falling in It ,,, 		http://goo.gl/8gbs3Q	gordonh76599702	2884
4150	0		2017-05-14 04:02:13	fuck me i love her 		https://twitter.com/hoeslay/status/863603878159306753	hfkbeth	2876
1045	40	WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO	2017-05-14 01:19:03	"Camila on 's yellow carpet. 

  "	Camila		garciacabello2	2873
2577	1	WangoTango	2017-05-14 03:56:24	"Live from 102.7 KIIS FM's , watch @halsey perform ""Eyes Closed"" off her sophomore album ""hopeless founta… "	FM		thrillsbailey	2872
4271	0	WangoTango	2017-05-14 04:02:38	"Camila on stage at
. 
"	Camila		SELTONROLLINS	2864
2297	0	Funnyanimal, funnyowl, WangoTango, UFC211	2017-05-14 03:55:58	Lovely Owls ,,, 		http://goo.gl/F1PXX0	lucasbaker7371	2856
1415	8	WangoTango	2017-05-14 02:24:25	Niall hoy cantando 'This Town' en  			addictederick	2846
5190	0	ALDUBMaineEventDFP30	2017-05-14 04:06:03	"Power tweet guys!
 "		https://twitter.com/trendinaliaPI/status/863599758769659904	RachelDWhitesi2	2833
5292	2	WangoTango	2017-05-14 01:36:56	Cute Miley fanpics backstage!  	Miley		DianaMailen2	2816
389	0	WangoTango	2017-05-14 03:49:04	, Niall  【FR:37.7t/m】		https://twitter.com/search?q=%28%20Wango%20Tango%20%29%20OR%20%23WangoTango%20lang%3Aen	trend_words_en	2804
502	23	WangoTango	2017-05-13 20:51:48	legend only  			ilysmccabello	2792
1812	0		2017-05-14 03:54:04	@WorldNotes1D Did Niall have the best performance of the night? 		https://twitter.com/poppoils/status/863599037387333633	PopPoIls	2791
3613	8	WangoTango	2017-05-13 23:29:56	She's here she's here! Who's ready to see @imjmichaels tonight?!  			captain_smores	2780
980	0		2017-05-14 03:51:07	LOOK AT HER ☹️ 		https://twitter.com/alessiacworld/status/863600520564551680	alessiaskiwi	2770
2451	0	raccoon, raccoonwashing, WangoTango, UFC211	2017-05-14 03:56:25	Crazy Raccoon Gosha Loves Washing Everything ,,, 	Crazy Raccoon Gosha Loves Washing Everything	http://goo.gl/v742cL	sebastianmack14	2769
279	0		2017-05-14 03:48:35	@TeamMileyyLA Best performance? 		https://twitter.com/poppoils/status/863599037387333633	PopPoIls	2764
121	206	WangoTango	2017-05-14 02:47:35	New music from @NiallOfficial 🙌🏼🙌🏼🙌🏼   		http://KIISFM.com/wangotango	LuckyDeviani	2746
3916	0		2017-05-14 04:01:24	WHAAAAAAATTTTTTT 		https://twitter.com/larrybuzzinhome/status/863604797756276736	shiningstar324	2745
3192	137	WangoTango, StayTogether	2017-05-13 19:19:41	Loving @noahcyrus at  with her new single  			captain_smores	2734
77	0	maroon5, WangoTango	2017-05-14 03:47:45	 on stage now   		http://kiisfm.iheart.com/features/wangotango-2021/	MVanterpool	2724
5189	0	WangoTango	2017-05-14 04:06:03	.@NiallOfficial @LiamPayne Niall no backstage do , em San Diego. (13/05) 	San Diego		Team1D_Family	2716
41	1296	wangotango	2017-05-14 02:05:52	What can I say, it's complicated 😏 @Camila_Cabello @machinegunkelly   		http://KIISFM.com/wangotango	nathalia9901	2714
1213	68	WangoTango	2017-05-14 01:01:57	BABY YOU'RE A FIREWORK 🎇🎇🎇 @katyperry  Watch live:  		http://KIISFM.com/wangotango	slayprismatic	2706
366	0		2017-05-14 03:48:57	this ain't right 😿😿😿😿😿 he's supposed to be up there with him 		https://twitter.com/ljpayneupdates/status/863582507295543296	littIman	2695
186	413	WangoTango	2017-05-14 01:19:25	Camila on the  yellow carpet.  	Camila		francy_lolo	2690
4148	0		2017-05-14 04:02:12	Katy baby no what is you doing???!! 😷 my ears 		https://twitter.com/1027kiisfm/status/863554108162097152	casschrysler	2678
342	22	WangoTango	2017-05-13 20:09:10	.@aaroncarter is back 🙌🏼🙌🏼🙌🏼   		http://KIISFM.com/wangotango	NJHLove93	2643
519	610	WangoTango	2017-05-13 19:03:49	Look whose dressing rooms we found 🤗   		http://KIISFM.com/wangotango	gabii97_leal	2640
229	406	WangoTango	2017-05-14 00:27:49	Camila blowing kisses on the  yellow carpet 😘 | @iHeartRadio 			Mitzi_Quiroz	2636
71	0	WangoTango	2017-05-14 03:47:44	"@SofiaCarson via @favecelebz instagram stories at   How can one person be so perfect? She is stunning.  Love her  😍
@1027KIISFM "		https://twitter.com/i/web/status/863601698065055744	SofiaCarson_JLS	2633
67	10	WangoTango	2017-05-14 02:51:18	 Hailee Steinfeld performs onstage during 102.7 KIIS FM's 2017  on May 13 in California. 	Hailee Steinfeld,California		SummerBowden4	2628
5096	44	WangoTango	2017-05-14 00:25:50	.@sofiacarson looking gorgeous at  today! ❤️ 			danniel_mtz98	2622
208	174	WangoTango	2017-05-14 01:53:34	Niall en el  😍😍 			we_ndoly	2593
1878	12	WangoTango	2017-05-14 02:54:41	Hailee Steinfeld and Machine Gun Kelly perform onstage during 102.7 KIIS FM's 2017  on May 13 in Califor… 	Steinfeld,Machine Gun Kelly		RizelleAubrey	2584
505	5	WangoTango	2017-05-13 19:33:53	. @aaroncarter is up next at our  Village.  	our Village	http://KIISFM.com/wangotango	NJHLove93	2577
3328	8	WANGOTANGO	2017-05-14 03:28:32	LIAM EN  . -CT♡ 	LIAM		NEIDA_1D200	2575
287	102	WangoTango	2017-05-14 02:04:49	AWWW! @MileyCyrus &amp; @noahcyrus surprised their mom with a birthday cake at !  🎂 		http://bit.ly/2qfG7cx	buterabelxo	2568
1155	53	WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO	2017-05-14 00:39:10	"Camila's M&amp;G on  

  "	Camila		garciacabello2	2564
4121	39	WangoTango, PREMIOSMTVMIAW	2017-05-13 20:05:48	"Today is  She's going to make another incredible performance! Go @Camila_Cabello FLACA ❤
 
"			TifanyBelleth	2556
667	0	WangoTango	2017-05-14 03:50:01	"Update 🎥 | Niall performing at 102.7 KIIS FM’s 2017  •May 13th, 2017! /isa

©  courtneyjbarry "			LouisTommo1DUK	2528
4593	0	wangotango	2017-05-14 04:03:56	"Sparkle Queens! 😘✨🎉 @musickillskate @stassi 
・・・
Hanging out with our wang out.  "	Sparkle Queens	https://www.instagram.com/p/BUDwTQHA7nS/	PumpRulesPod	2519
172	135	WangoTango	2017-05-14 01:57:56	"Brb, @LiamPayne is at !!! 😱😱😱😱😱😱
 "		http://KIISFM.com/wangotango	touchinghalsey	2501
51	79	WangoTango, SlowHands, proud	2017-05-14 03:39:40	.@NiallOfficial had all of  swooning over  &amp; more! 🎤❤️🔥  			Selxna1D	2497
202	1	WangoTango	2017-05-14 03:46:45	I LOVE MAROON 5 😘  			Gaby_991	2494
4846	8	WangoTango	2017-05-14 00:37:14	"Hailee Steinfeld no Instagram Story da @Sisanie.
 "			SummerBowden4	2493
2958	64	WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO	2017-05-13 20:29:30	" 2015 Outfit iconico 

  "			garciacabello2	2487
1291	55	WangoTango, PREMIOSMTVMIAW, MTVINSTAGLCABELLO	2017-05-14 00:30:10	"Camila tonight via @901Music.

   "	Camila		garciacabello2	2480
2622	0	WangoTango	2017-05-14 03:57:07	My poor Niam heart ❤  		https://twitter.com/inkfreeskin/status/863596181149986816	simplizziety	2478
1872	170	WangoTango	2017-05-13 20:20:51	excited for  tonight!!! see all of your beautiful faces there❤️❤️❤️ 			louismyilusion	2477
128	138	WangoTango	2017-05-14 02:20:05	Niall cantando 'On the Loose' esta tarde en el ! 			janettaguillon	2471
4261	22	WangoTango	2017-05-14 02:50:36	.@HaileeSteinfeld looked SO gorgeous up on our  stage!  💘👑		http://bit.ly/2rdmwre	RosseJ_MY	2470
101	0	WangoTango, M5OnWangoTango	2017-05-14 03:47:51	I WANT THAT RED VELVET I WANT THAT SUGAR SWEET  			queenbiass	2466
1263	72	WangoTango	2017-05-14 01:55:57	SURPRISE. Liam Payne just showed up on the  yellow carpet 🔥 | @iHeartRadio 	Liam Payne		ajengfbrhm	2463
1998	0	WangoTango	2017-05-14 03:54:50	This is  			grandefthaIsey	2460
2886	1	WangoTango	2017-05-14 03:38:51	Liam Payne, Sofia Carson and Jordan Fisher Attend Wango Tango!  	Liam Payne,Sofia Carson,Jordan Fisher,Wango Tango	http://www.beautifulballad.org/2017/05/13/liam-payne-sofia-carson-and-jordan-fisher-attend-wango-tango/	srfHOPE2413	2455
2329	0		2017-05-14 03:56:02	So proud of this girl👏👏👏luv u so much 		https://twitter.com/CCabelloNews/status/863589193448017920	zel_alcazar	2451
3406	0	UFC211, WangoTango, trndnl	2017-05-14 03:59:45	"⒈ 
⒉ Woodley
⒊ 
⒋ Kate Bush
⒌ Leeds Bradford Airport

2017/5/14 04:53 BST  "	Kate Bush⒌ Leeds Bradford	http://www.trendinalia.com/twitter-trending-topics/unitedkingdom/unitedkingdom-today.html	trendinaliaGB	2449
2746	8	WangoTango	2017-05-14 03:42:25	HQ: Alessia backstage at  today 			outlawsharmony	2448
1807	53	WangoTango	2017-05-14 02:11:49	📸 | Liam at  tonight -5 	Liam		xElaPayneX	2447
1648	41	WangoTango	2017-05-14 01:55:11	Slay, @HaileeSteinfeld! ❤️🙌  			onedire79089870	2445
58	76	WangoTango	2017-05-14 03:41:24	Camila no yellow carpet do  (HQ)  			teenwolflovato	2441
3212	131	WangoTango	2017-05-13 23:51:11	Photos of Katy walking the  carpet (via @katyspics) 			heartedkaty	2440
4610	12	WangoTango	2017-05-14 02:44:20	"Hailee Steinfeld cantando ""Starving"" no  - 13 de maio. "	Hailee Steinfeld		SummerBowden4	2437
156	166	WangoTango	2017-05-14 00:25:12	Camila on the yellow carpet at   	Camila		Harmo__Army	2436
241	33	WangoTango	2017-05-13 23:00:53	.@aaroncarter hanging out at  Watch at  	Watch	http://kiisfm.com/wangotango	jbeliebaa	2433
5220	0		2017-05-14 04:06:11	get this mess off my timeline 		https://twitter.com/officialwith1d/status/863593726039519232	nialItheking	2428
909	0		2017-05-14 03:50:52	she's cute 		https://twitter.com/alessiacworld/status/863595224995700736	beIievelovato	2427
2109	0		2017-05-14 03:55:17	LOL LOL 😂 😂 😂 I AM ON TOP!!!!!❤️️🍒🍒🎼😀 		https://twitter.com/katyperrylately/status/863536784659140609	YasminGoddess3	2425
19	375	WangoTango	2017-05-14 02:33:05	Camila on stage at . 	Camila		dangerouscasey	2422
1492	1	WangoTango	2017-05-14 01:05:40	i never needed you like i do right now, i never hated you like i do right now 			niallretardada	2420
996	0	WangoTango	2017-05-14 03:51:10	tribute to PRINCE 💜💜  awesome!! @maroon5	PRINCE		slorena415	2418
1693	0	WangoTango	2017-05-14 03:53:36	IG | Kells no Instagram story da @HaileeSteinfeld.   			MGKUpdateBR	2417
2349	2	Malibu, WangoTango	2017-05-14 03:18:10	.@MileyCyrus performed her new single  for the FIRST TIME at @1027KIISFM ! See the video! -&gt; 			madipokey123	2413
2214	6	WangoTango	2017-05-14 03:31:32	"Niall cantando On The Loose en el  . -CT♡

"			NEIDA_1D200	2412
2417	0	ostrich, ostrichski, WangoTango, UFC211	2017-05-14 03:56:20	Ostriches tried on skiing gear, and what happened next will stun you! ,,, 		http://goo.gl/5rX8CP	andrewl34343982	2410
1260	79	WangoTango	2017-05-14 03:09:34	"May 13th: Niall performing ""On The Loose"" (via @chxudry) (2)  "	On The Loose		93_irishboy	2408
5182	6	WangoTango	2017-05-14 03:32:57	 Hailee Steinfeld and Machine Gun Kelly perform onstage during 102.7 KIIS FM's 2017  on May 13 in Cali… 	Steinfeld,Machine Gun Kelly		alreg50	2406
98	703	WANGOTANGO	2017-05-14 02:19:19	@LiamPayne watching @NiallOfficial at  			LittlxTomlinson	2404
1651	12	WangoTango	2017-05-14 03:15:36	"🎥 | Niall performando ""Scared To Be Lonely"" (via @chxudry) (2)  "			1DinfiniteZayn	2402
4694	0	WangoTango	2017-05-14 04:04:21	".@NiallOfficial @CapitolRecords Niall on stage at  🎸🎶

That beautiful smile give me peace😇😍 "			NiallsGaIlery	2399
1113	51	WangoTango	2017-05-14 02:45:53	Miley performing We Can't Stop! 😭  			tinaalovesyou	2389
42	0		2017-05-14 03:47:39	wtf is this 		https://twitter.com/1027kiisfm/status/863554108162097152	jaureguichken	2383
326	352	WangoTango	2017-05-14 02:17:34	Camila and @machinegunkelly on stage at . 			LalYazareth	2376
1988	0		2017-05-14 03:54:49	Daddy [De Zayn] ahre. 		https://twitter.com/Harry_GirlsLati/status/863602506349264897	lxrry_comeout	2375
4910	0		2017-05-14 04:05:01	OHNYGOD 		https://twitter.com/OfficialWith1D/status/863582144773451776	niallxkyungsoo	2373
2412	0	WangoTango	2017-05-14 03:56:20	I'm pumped for zedd 			devonkosa	2372
723	26	WangoTango	2017-05-14 02:24:49	Introduced @noahcyrus with mom and she crushed it :)  			noahcyrus	2356
2716	0	WangoTango	2017-05-14 03:57:33	@Camila_Cabello I love you, I'm so proud of you although you won't see this message and you won't follow me, you are amazing❤❤ 			migueltv2504	2355
1611	28	WangoTango	2017-05-14 02:36:44	YAS CAMILA, SLAY THAT WANGO TANGO STAGE!  			1DCarolinaMB	2350
199	4223	WangoTango, Malibu	2017-05-13 16:17:07	.@1027KIISFM   Can't wait for my first performance EVER of  🌊 			NaxhiooMunk	2349
248	244	WangoTango	2017-05-14 00:42:36	Camila with fans backstage at  	Camila		saiiapichaya	2346
