ID,HashTags,Time,TweetText,Outputs,URL,User,Randomize
121,,2017-05-04 20:26:13,"Yo democrats, I'm with ya and all but in the mean time , people are gonna die. This isn't a sporting event ya assclowns. ","Yo democrats, I'm with ya and all but in the mean time , people are gonna die. This isn't a sporting event ya assclowns. ",https://twitter.com/i/web/status/860229094658760706,AaronTiberius,7197
122,AHCA,2017-05-04 20:26:16,Our Statement on House Passage of the American Health Care Act ():  ,Our Statement on House Passage of the American Health Care Act ():  ,http://bit.ly/2p2jHfU,Easter_Seals,6966
123,"preexistingconditions, obamacare",2017-05-04 20:26:16,Michael Savage: If you have anxiety go suck on a lollipop.  ,Michael Savage: If you have anxiety go suck on a lollipop.  ,,FranMFarber,7100
124,AHCA,2017-05-04 20:26:20,I can not recall a day where I have been so angry so many different times to the point of seeing stars. Multiple issues. One @Potus ,I can not recall a day where I have been so angry so many different times to the point of seeing stars. Multiple issues. One @Potus ,,UniteWomenSC,6677
125,AHCA,2017-05-04 20:26:22,"@NancyPelosi WINNING 

 ","@NancyPelosi WINNING 

 ",,TwoDanielSharp,6885
126,AHCA,2017-05-04 20:26:24,@RepTomMacArthur You are a sexist monster. Rape and assault is not a precondition women should be denied healthcare for. ,@RepTomMacArthur You are a sexist monster. Rape and assault is not a precondition women should be denied healthcare for. ,,ElevatedDream,6934
127,,2017-05-04 20:26:26,Remember folks- these are grown up adult men &amp; women elected to Congress. Acting like toddlers I might add! 🙄 ,Remember folks- these are grown up adult men &amp; women elected to Congress. Acting like toddlers I might add! 🙄 ,https://twitter.com/danmericacnn/status/860197021982085124,purpledalmation,7024
128,,2017-05-04 20:26:26,The whole thread ,The whole thread ,https://twitter.com/AngieCoiro/status/860224175318876160,Scone_Mason,7060
129,AHCA,2017-05-04 20:26:27,The Arc Responds to House  Passage of : “Shows callous &amp; dangerous disregard 4 wellbeing of ppl w disabilities” ,The Arc Responds to House  Passage of : “Shows callous &amp; dangerous disregard 4 wellbeing of ppl w disabilities” ,https://blog.thearc.org/2017/05/04/arc-responds-house-passage-american-health-care-act-shows-callous-dangerous-disregard-wellbeing-people-disabilities/,LuzCoArc,7005
130,,2017-05-04 20:26:30,"The House Just Passed a Bill to Rewrite Obamacare ""House Republicans say their bill repeals the ACA. Instead, it l… ","The House Just Passed a Bill to Rewrite Obamacare ""House Republicans say their bill repeals the ACA. Instead, it l… ",http://ift.tt/2qJD6Pp,max_follow,7049
131,AHCA,2017-05-04 20:26:35,"This is true: ""It’s a bill that’s sold on a giant pack of lies""  ","This is true: ""It’s a bill that’s sold on a giant pack of lies""  ",https://www.vox.com/policy-and-politics/2017/5/4/15542342/ahca-promises-broken,BobDohertyACP,7139
132,"AHCA, CACA, Trumpcare, neverforget, VoteThemOut",2017-05-04 20:26:38,The cruelty of      ,The cruelty of      ,https://www.washingtonpost.com/blogs/plum-line/wp/2017/05/04/every-republican-who-voted-for-this-abomination-must-be-held-accountable/?tid=pm_pop&utm_term=.d1a9b1dc018f,annalynnmartino,6962
133,AHCA,2017-05-04 20:26:39,HRW calls on US Senate to reject  legislation as an unacceptable attack on the right to health care for all  … ,HRW calls on US Senate to reject  legislation as an unacceptable attack on the right to health care for all  … ,https://twitter.com/i/web/status/860229207036760064,HRW_Miami,6766
134,"VOTE2018, GOP",2017-05-04 20:26:40, the  out , the  out ,https://twitter.com/JimKilbane/status/860228107919392771,grrilatweet,6819
135,,2017-05-04 20:26:40,A similar situation to Type 1 diabetics on too low an income. Or... the US equivalent of...me. ,A similar situation to Type 1 diabetics on too low an income. Or... the US equivalent of...me. ,https://twitter.com/AlizaTweets/status/860201107037069312,MarkMurphy66,6779
136,,2017-05-04 20:26:40,Want to take immediate revenge on House Republicans who voted to destroy health care? Here's how : ,Want to take immediate revenge on House Republicans who voted to destroy health care? Here's how : ,http://www.dailykos.com/story/2017/5/4/1658882/-Want-to-take-immediate-revenge-on-House-Republicans-who-voted-to-destroy-health-care-Here-s-how,TheFugitivePoet,7132
137,VoteAmodeiOut,2017-05-04 20:26:41,"cc @MarkAmodeiNV2 take a good look.  We will not forget.
 ","cc @MarkAmodeiNV2 take a good look.  We will not forget.
 ",https://twitter.com/Amy_Siskind/status/860222794671509505,LVAnnie,7178
138,"AHCA, TheResistance",2017-05-04 20:26:42,.@realDonaldTrump Oops. Cock.   ,.@realDonaldTrump Oops. Cock.   ,https://twitter.com/realdonaldtrump/status/596338364187602944,DaddyHopp,7135
139,"Obamacare, Repeal",2017-05-04 20:26:45,Senate GOP to Snub House   Bill and Write Its Own  via @bpolitics,Senate GOP to Snub House   Bill and Write Its Own  via @bpolitics,https://www.bloomberg.com/politics/articles/2017-05-04/senate-gop-plans-own-obamacare-repeal-bill-after-house-action,kjilly,7073
140,AHCA,2017-05-04 20:26:45,"Comments from @repdonyoung on his support for ACA repeal/, via @lruskin
 ","Comments from @repdonyoung on his support for ACA repeal/, via @lruskin
 ",http://www.alaskapublic.org/2017/05/03/rep-young-mum-on-health-care-bill/,ZachHughesAK,7047
141,AHCA,2017-05-04 20:26:49,"@swingleft  Vote the evil, laughing jackasses out.
","@swingleft  Vote the evil, laughing jackasses out.
",https://twitter.com/swingleft/status/860214291705675776,jenh58,6851
142,AHCA,2017-05-04 20:26:52,"Yay, we actually got $omething done! Sure the vote was 217 to 213, but 217 to 213 means YOU LOSE your health insurance. ","Yay, we actually got $omething done! Sure the vote was 217 to 213, but 217 to 213 means YOU LOSE your health insurance. ",,BigBrotherTrump,6909
143,AHCA,2017-05-04 20:26:54,"Does @CongCulberson have an opponent for his seat yet? If not, swear I will run against him. I'm that mad.
@actblue
@texasdemocrats
","Does @CongCulberson have an opponent for his seat yet? If not, swear I will run against him. I'm that mad.
@actblue
@texasdemocrats
",,margcellent,7211
144,,2017-05-04 20:26:57,The Republican party is the most superficial men and woman in this country they  don't stand for anything but them self just like Donald ,The Republican party is the most superficial men and woman in this country they  don't stand for anything but them self just like Donald ,https://twitter.com/i/web/status/860229279623204864,CandykaneKitten,6817
145,,2017-05-04 20:26:57,Love it! Now let's make it a reality! ,Love it! Now let's make it a reality! ,https://twitter.com/buzzfeed/status/860206543802957824,nolababe,7106
146,,2017-05-04 20:26:59,The GOP health bill will take away mental health care. @RepMeehan We're supporting your opponent. ,The GOP health bill will take away mental health care. @RepMeehan We're supporting your opponent. ,https://twitter.com/actblue/status/860208818189463552,mrshellwinger,6690
147,,2017-05-04 20:27:01,It's actually a lot bigger than that...higher than Mt. Everest. ,It's actually a lot bigger than that...higher than Mt. Everest. ,https://twitter.com/ihartchelle/status/860228971849408512,ArcheundHaus,6996
148,"gopistheswamp, AHCA",2017-05-04 20:27:02,@GOP  I truly hope What goes around comes around for 217 of you  ,@GOP  I truly hope What goes around comes around for 217 of you  ,https://twitter.com/ezraklein/status/860201880290340864,MFLORIOCAN,6744
149,AHCA,2017-05-04 20:27:03,This was all politics and arm twisting. No true research done or consideration taken for the millions of lives it will affect. ,This was all politics and arm twisting. No true research done or consideration taken for the millions of lives it will affect. ,,Titou4004,6804
150,,2017-05-04 20:27:03,Thank you to those who voted yes. We need a redo on unaffordable obamacare ,Thank you to those who voted yes. We need a redo on unaffordable obamacare ,https://twitter.com/braddjaffy/status/860208190407020545,MizTiques7,7145
151,,2017-05-04 20:27:12,"@billmaher @refooksjr @senfranken @tomhanks 

No hearings. No CBO score. No vetting. No debate. So...no one knows.

    ","@billmaher @refooksjr @senfranken @tomhanks 

No hearings. No CBO score. No vetting. No debate. So...no one knows.

    ",https://twitter.com/i/web/status/860229343225593856,Once_Hugo_Black,6897
152,obamacare,2017-05-04 20:27:14,The free market will fix the  disaster after the congress lifts the burden.,The free market will fix the  disaster after the congress lifts the burden.,,_GriffTheGreat_,6704
153,"Obamacare, Trumpcare",2017-05-04 20:27:15,GOP Takes Ownership Of Failing  With  Vote That Doesn't Repeal Obamacare  ,GOP Takes Ownership Of Failing  With  Vote That Doesn't Repeal Obamacare  ,http://pllqt.it/qUimUo,aubrynathome,6993
154,AHCA,2017-05-04 20:27:25,Today republicans proved that they no longer have the interests American citizens in mind. Only the pocketbooks of the rich. ,Today republicans proved that they no longer have the interests American citizens in mind. Only the pocketbooks of the rich. ,,LeapusGames,6679
155,"Obamacare, FACT",2017-05-04 20:27:27,"With  I
- Couldn't keep my doctor
- Couldn't keep my plan
- Paid Higher Premiums
- Had Higher Deductible
- Had Less Coverage
","With  I
- Couldn't keep my doctor
- Couldn't keep my plan
- Paid Higher Premiums
- Had Higher Deductible
- Had Less Coverage
",,MargaretClancy,6688
156,AHCA,2017-05-04 20:27:28,My Sims City has better health coverage than .,My Sims City has better health coverage than .,,lisaomalleyca,6848
157,AHCA,2017-05-04 20:27:29,"As a Canadian, I can assure you that universal healthcare is one of our proudest/most treasured accomplishments. This makes me sad.  ","As a Canadian, I can assure you that universal healthcare is one of our proudest/most treasured accomplishments. This makes me sad.  ",,RatherUnwitting,6967
158,AHCA,2017-05-04 20:27:33,Can anyone name one good thing about the ? Seriously.,Can anyone name one good thing about the ? Seriously.,,musingsofmegan,6862
159,,2017-05-04 20:27:42,Support @DFL3CD  to find candidate to CRUSH @RepErikPaulsen in '18. Will NOT forget his vote for !  ,Support @DFL3CD  to find candidate to CRUSH @RepErikPaulsen in '18. Will NOT forget his vote for !  ,"http://www.dfl3cd.org/, https://twitter.com/i/web/status/860229471642714112",SueScottMN,6801
160,,2017-05-04 20:27:44,Socialist medicine fails when the rich run out of money. Plus your new world is being invaded by third world savages. ,Socialist medicine fails when the rich run out of money. Plus your new world is being invaded by third world savages. ,https://twitter.com/i/web/status/860229478647291904,Bigger_Bull,7177
161,"AHCA, TheResistance",2017-05-04 20:27:48,A Little-Noticed Target in the House Health Bill: Special Education  @RepLanceNJ7  ,A Little-Noticed Target in the House Health Bill: Special Education  @RepLanceNJ7  ,https://mobile.nytimes.com/2017/05/03/us/politics/health-bill-medicaid-special-education-affordable-care-act.html?smid=tw-share&_r=0&referer=http://occupydemocrats.com/2017/05/04/ny-times-just-uncovered-hidden-trumpcare-provision-unthinkable/,JSavoly,6672
162,"tcot, ccot, Obamacare, ObamaLegacy, Failure, Libtards, GOP",2017-05-04 20:27:50,House HAS VOTES Now To REPEAL OBAMACARE! [VIDEO]        ,House HAS VOTES Now To REPEAL OBAMACARE! [VIDEO]        ,http://eheadlines.com/breaking-finally-house-has-votes-now-to-repeal-obamacare-video/#.WQuOdNvSP4E.twitter,Czarcraft_,7196
163,AHCA,2017-05-04 20:27:54,.@RepAndyHarrisMD You're a big piece of shit! Thanks for you sticking by your party and not the country ,.@RepAndyHarrisMD You're a big piece of shit! Thanks for you sticking by your party and not the country ,,rmurphyartist,6729
164,AHCA,2017-05-04 20:27:58,"Maybe it is time voting for the  became a preexisting condition. Untreatable and terminal at mid-term elections, 2018.  ","Maybe it is time voting for the  became a preexisting condition. Untreatable and terminal at mid-term elections, 2018.  ",https://twitter.com/i/web/status/860229537451388929,AltPeapup,6905
165,,2017-05-04 20:08:06,"Remember their names(1/2):
@RepLaMalfa
@repmcclintock
@reppaulcook
@RepJeffDenham
@RepDavidValadao
@devinnunes… ","Remember their names(1/2):
@RepLaMalfa
@repmcclintock
@reppaulcook
@RepJeffDenham
@RepDavidValadao
@devinnunes… ",,banditelli,6776
166,,2017-05-04 20:28:02,what ,what ,https://twitter.com/leonardkl/status/860214264677773315,retrocampaigns,7045
167,AHCA,2017-05-04 20:28:02,"Dems to GOP after AHCA vote: 'Hey hey hey, goodbye' That's Awesome! The  Sucks  ","Dems to GOP after AHCA vote: 'Hey hey hey, goodbye' That's Awesome! The  Sucks  ",https://apple.news/A7Wziv5zSRCeQh_BNpKY41Q,vela_mary,6911
168,,2017-05-04 20:28:06,@janekleeb @NebraskaDems We need to work with everything we've got to turn NE house seats in 2018. ,@janekleeb @NebraskaDems We need to work with everything we've got to turn NE house seats in 2018. ,http://m.dailykos.com/stories/2017/5/4/1658882/-Want-to-take-immediate-revenge-on-House-Republicans-who-voted-to-destroy-health-care-Here-s-how?detail=facebook,sunkist111,7142
169,"AHCA, voteoutGOP",2017-05-04 20:28:09,"Nailed it. Tear up your ""Christian"" cards, you snakes.
  ","Nailed it. Tear up your ""Christian"" cards, you snakes.
  ",https://twitter.com/coolcakid/status/860229082126135296,jitterymoose,6675
170,"AHCA, MAGA",2017-05-04 20:28:11,"You can thank old, rich, white men for the lives that will be lost/taken away because of this  ","You can thank old, rich, white men for the lives that will be lost/taken away because of this  ",,em_shz,7009
171,"AHCA, Religiousliberty",2017-05-04 20:28:16,"How's that mild nausea, Comey?  ","How's that mild nausea, Comey?  ",,jooblee,7057
172,,2017-05-04 20:28:16,"Come time for reelection, they will hear a large collective chorus of ""Don't let the door hit you...."" ","Come time for reelection, they will hear a large collective chorus of ""Don't let the door hit you...."" ",https://twitter.com/alt_labor/status/860222855505727488,CIAspygirl,7094
173,,2017-05-04 20:28:18,"They'll rue this day. In fact, I doubt they'll sleep well tonight. ","They'll rue this day. In fact, I doubt they'll sleep well tonight. ",https://twitter.com/lilshpgrl/status/860217729319550976,snooze_cat,7116
174,"obamacare, AHCA",2017-05-04 20:28:20,"Don't worry Libs, Bleeding Hearts will still be covered under the AHCA  ","Don't worry Libs, Bleeding Hearts will still be covered under the AHCA  ",,jmillst1234,7160
175,"GOP, AHCA, GodFuckingDamnit, America, Backtracked",2017-05-04 20:28:22,We're all as good as dead because the foxes are running the henhouse.     isn't America now. ,We're all as good as dead because the foxes are running the henhouse.     isn't America now. ,,giveawaytrigy,7182
176,AHCA,2017-05-04 20:28:25,"This is removing federal troops from a Reconstruction South.

This is trickle-down economics.

This is called a win.

","This is removing federal troops from a Reconstruction South.

This is trickle-down economics.

This is called a win.

",,HDickmeyer,6730
177,,2017-05-04 20:28:25,"You forgot one... Voted to make rape a pre-existing condition so women will fear to report and lose insurance. Be bold, you did this.  ","You forgot one... Voted to make rape a pre-existing condition so women will fear to report and lose insurance. Be bold, you did this.  ",https://twitter.com/i/web/status/860229651720847360,UrbanMilkmaid,6656
178,,2017-05-04 20:28:29,"Yes, celebrate ridding millions of americans of a healthy future where they won't have to choose between life-saving medication and food. ","Yes, celebrate ridding millions of americans of a healthy future where they won't have to choose between life-saving medication and food. ",https://twitter.com/i/web/status/860229664798846976,DerMonarch,7041
179,"Trumpcare, voters, KILLTHEPOOR",2017-05-04 20:28:29,Watch this quick vid as  make easy prey out of their own !  Oh yes and be sure to  the next time too! ,Watch this quick vid as  make easy prey out of their own !  Oh yes and be sure to  the next time too! ,https://twitter.com/i/web/status/860229667386793986,Jennifer_Rising,7067
180,AHCA,2017-05-04 20:28:38,@thatbilloakley As someone with a pre-existing condition....Everyone who voted for the  can go fuck themselves.,@thatbilloakley As someone with a pre-existing condition....Everyone who voted for the  can go fuck themselves.,,iamTannenbaum,6956
181,,2017-05-04 20:28:38,Evil. ,Evil. ,https://twitter.com/whittyhutton/status/860220544989442049,AdriaSkywalker,7064
182,AHCA,2017-05-04 20:28:40,"Anyway! Teaching two spin classes tonight to help stay healthy/ahead of the opposition. I still need to take insulin, but ¯\_(ツ)_/¯

","Anyway! Teaching two spin classes tonight to help stay healthy/ahead of the opposition. I still need to take insulin, but ¯\_(ツ)_/¯

",,TeriKern,6668
183,AHCA,2017-05-04 20:28:41,Call YOUR REPS WHO VOTED YES. Direct action at constituent office near you. SHOW your senators that a vote for  is political suicide.,Call YOUR REPS WHO VOTED YES. Direct action at constituent office near you. SHOW your senators that a vote for  is political suicide.,,JazelleAH,7078
184,,2017-05-04 20:28:44,"I can afford the chemotherapy that I take along with the other drugs that I need daily. Without these drugs, I die. No drugs, smoking, 🥂 NO ","I can afford the chemotherapy that I take along with the other drugs that I need daily. Without these drugs, I die. No drugs, smoking, 🥂 NO ",https://twitter.com/i/web/status/860229729852559360,supermodelsonya,7129
185,MAGA,2017-05-04 20:28:46,Nothing puts a smile on my face faster than seeing a LibNAZI cry.  ,Nothing puts a smile on my face faster than seeing a LibNAZI cry.  ,https://twitter.com/_Makada_/status/860218486685040641,KriensL,6809
186,,2017-05-04 20:28:47,Your daily reading. ,Your daily reading. ,https://twitter.com/thenation/status/860200608254578688,jchasbeck,6844
187,"Trumpcare, Obamacare",2017-05-04 20:28:49,GOP &amp; DNC are the pingpong paddles. Citizens are the ball.  ,GOP &amp; DNC are the pingpong paddles. Citizens are the ball.  ,,nnnTheCode,6691
188,AHCA,2017-05-04 20:28:53,Maybe @SpeakerRyan should go to work at a Job and Family Services for a week. Or a hospital. Or a free clinic. Or a detox center. ,Maybe @SpeakerRyan should go to work at a Job and Family Services for a week. Or a hospital. Or a free clinic. Or a detox center. ,,E_Fish,6874
189,"IAmAPreexistingCondition, AHCA",2017-05-04 20:28:53,Female. Disabled from being the meat in 3-car sandwich. Anxiety. Depression. Asthma. Rosacea. IBS. NCAH.   ,Female. Disabled from being the meat in 3-car sandwich. Anxiety. Depression. Asthma. Rosacea. IBS. NCAH.   ,,Claire_Sentient,7152
190,"AHCA, Shame",2017-05-04 20:28:56,"The men responsible for saying domestic abuse, abortions, and being pregnant is a pre- existing condition.  ","The men responsible for saying domestic abuse, abortions, and being pregnant is a pre- existing condition.  ",,hishi_pradhan,7111
191,AHCA,2017-05-04 20:28:56,the  is a complete joke.,the  is a complete joke.,,dakotancarroll,6920
192,,2017-05-04 20:28:58,@GOP F**k all of you. House Republicans finally pass an Obamacare repeal and replacement  via @HuffPostPol,@GOP F**k all of you. House Republicans finally pass an Obamacare repeal and replacement  via @HuffPostPol,http://www.huffingtonpost.com/entry/house-republicans-finally-pass-an-obamacare-repeal-and-replacement_us_590b5e1fe4b0e7021e956436?ncid=engmodushpmg00000004,Luminae,6800
193,AHCA,2017-05-04 20:29:10,"GOP celebrating like they won the game. While in actuality, they have a one point lead at halftime.   ","GOP celebrating like they won the game. While in actuality, they have a one point lead at halftime.   ",https://twitter.com/i/web/status/860229838002688000,mwthewiz,6661
194,AHCA,2017-05-04 20:29:13,"How do those in power get their sick jollies off? 
Today was a good example. 
","How do those in power get their sick jollies off? 
Today was a good example. 
",,dasandman500,6838
195,"Obamacare, TrumpCare",2017-05-04 20:29:13,Same people against  R the main ones that need it🤔cuz  is 4 the rich &amp; uninjured &amp; U ain't Rich 😂 ,Same people against  R the main ones that need it🤔cuz  is 4 the rich &amp; uninjured &amp; U ain't Rich 😂 ,https://twitter.com/i/web/status/860229852833644545,End_Prejudice,6680
196,AHCA,2017-05-04 20:29:14,Hey @theobserver do you have a list of the NC and SC house representatives' vote on ?,Hey @theobserver do you have a list of the NC and SC house representatives' vote on ?,,karlacrz,7032
197,"StarWarsDay, DarkSide, TheForce, Congress, AHCA",2017-05-04 20:29:15,Since its . it certainly feels like the  of  aka  came after older Americans w/ the  bill.,Since its . it certainly feels like the  of  aka  came after older Americans w/ the  bill.,,t_jh2009,6858
198,AHCA,2017-05-04 20:29:16,"We lost our voice, our rights, control of our bodies, &amp; now our healthcare. Trump has destroyed our country with a smile on his face. ","We lost our voice, our rights, control of our bodies, &amp; now our healthcare. Trump has destroyed our country with a smile on his face. ",,AngelaDawn623,6921
199,AHCA,2017-05-04 20:29:17,Is their a way to see a non-partisan comparison between  Obamacare and  without the atomic OMAGAW DIS A OUTRAGE RABBLE RABBLE RABBLE,Is their a way to see a non-partisan comparison between  Obamacare and  without the atomic OMAGAW DIS A OUTRAGE RABBLE RABBLE RABBLE,,DavidSchulte1,6944
200,AHCA,2017-05-04 20:29:17,"Are you drinking up, @RobWittman? Celebrate now, we are watching and we are angry.  ","Are you drinking up, @RobWittman? Celebrate now, we are watching and we are angry.  ",https://twitter.com/theavclub/status/860229061603471360,AltPeapup,7204
201,,2017-05-04 20:29:18,"@realDonaldTrump You're all going to be unpleasantly surprised over the next few years, you worthless, amoral sociopaths    ","@realDonaldTrump You're all going to be unpleasantly surprised over the next few years, you worthless, amoral sociopaths    ",https://twitter.com/i/web/status/860229871242551296,BostinPat,7097
202,ahca,2017-05-04 20:29:18,".@HouseGOP who voted Yes for today's healthcare revisions, prepare to be revised out of your seat in 2018.  You are despicable. ",".@HouseGOP who voted Yes for today's healthcare revisions, prepare to be revised out of your seat in 2018.  You are despicable. ",,husky_rascal,6780
203,AHCA,2017-05-04 20:29:21,"Stop calling this . It is now Trumpcare, a disgusting bill that protects the rich and let the poor to die without proper coverage","Stop calling this . It is now Trumpcare, a disgusting bill that protects the rich and let the poor to die without proper coverage",,scarlletbitch,7087
204,,2017-05-04 20:29:21,When you're so mad you could just literally cry ,When you're so mad you could just literally cry ,https://twitter.com/shannonrwatts/status/860216330120814592,AlexandriaRae_,7173
205,"Obamacare, Trumpcare, FuckTrump, AHCA, StopTrump, Resist",2017-05-04 20:29:21," wasn't broke, it didn't need to be fixed❗   is NO CARE‼️ 🤥  🛑 👊"," wasn't broke, it didn't need to be fixed❗   is NO CARE‼️ 🤥  🛑 👊",https://www.nytimes.com/2017/05/03/opinion/trump-health-care.html,SimplySue777,6742
206,,2017-05-04 20:29:24,At this point..we tried to save those in red states.. they refused.. so they will deal with the consequences. Can't wait for the CBO score. ,At this point..we tried to save those in red states.. they refused.. so they will deal with the consequences. Can't wait for the CBO score. ,https://twitter.com/i/web/status/860229896110395392,TrumpanzeeSaid,7119
207,"AHCA, VoteNoAHCA",2017-05-04 20:29:24,"Dear @tedcruz, if  is so great, Why is the @AmerMedicalAssn against it? Do you think you will survive a yes vote? ","Dear @tedcruz, if  is so great, Why is the @AmerMedicalAssn against it? Do you think you will survive a yes vote? ",,Jamie_Zapata_,6705
208,"ahca, gopkillspeople, thegop",2017-05-04 20:29:27,"We will ALL HAVE TO ANSWER TO GOD, EVEN YOU @realDonaldTrump 
&amp; you won't have $$ to protect you then!
   is evil","We will ALL HAVE TO ANSWER TO GOD, EVEN YOU @realDonaldTrump 
&amp; you won't have $$ to protect you then!
   is evil",,blissful1985,7074
209,AHCA,2017-05-04 20:29:26,"Again, USA:

If your Rep voted for , call them on it.
If your Rep voted against it, thank them.

And tell the Senate to . ","Again, USA:

If your Rep voted for , call them on it.
If your Rep voted against it, thank them.

And tell the Senate to . ",https://twitter.com/i/web/status/860229907871399936,michael_w_busch,7136
210,"TrumpDontCare, AHCA, resist",2017-05-04 20:29:27,Vote these inhumane people out of office    ,Vote these inhumane people out of office    ,https://twitter.com/xafferty/status/860224460829466624,WoolPearls,6979
211,"AHCA, shame, trumpcare",2017-05-04 20:29:27,This is insane. It's a law condemning women and poor people.    ,This is insane. It's a law condemning women and poor people.    ,https://twitter.com/nymag/status/860135970540224515,clrthrn,6873
212,"TrumpCare, AHCA",2017-05-04 20:29:33,".@RepMcSally,

Screw you!

You sentenced innocent folks to death! You are the death panel!

You will hear us!

 ",".@RepMcSally,

Screw you!

You sentenced innocent folks to death! You are the death panel!

You will hear us!

 ",,SujOfficial,6794
213,"TheResistance, Obamacare",2017-05-04 19:53:24,"WE The People are watching! The GOP &amp; 2 DEMS who voted against our healthcare, MUST GO!  … ","WE The People are watching! The GOP &amp; 2 DEMS who voted against our healthcare, MUST GO!  … ",,therealezway,7091
214,,2017-05-04 20:29:36,California's House Republicans are crucial to the healthcare vote. More than half are undecided ,California's House Republicans are crucial to the healthcare vote. More than half are undecided ,http://www.latimes.com/politics/la-pol-ca-ahca-gop-delegation-20170502-htmlstory.html,jane_long,6985
215,,2017-05-04 20:29:36,@JoeNBC So...begin to work with the Senate on Obamacare repeal or throw a party to celebrate the House vote?  Answer is obvious. ,@JoeNBC So...begin to work with the Senate on Obamacare repeal or throw a party to celebrate the House vote?  Answer is obvious. ,https://twitter.com/i/web/status/860229947327229954,TheKrothRoads,6839
216,Obamacare,2017-05-04 20:29:39,"tfw you're rich and your party will condemn thousands of people to die prematurely to make you richer
 ","tfw you're rich and your party will condemn thousands of people to die prematurely to make you richer
 ",,KennedyConnolly,6671
217,"FakePOTUS, Obamacare",2017-05-04 20:29:42,"At Rose Garden after a win he boasts, ""I'm not a politician, how my doin' not too bad hah, I'm President, right!""  ","At Rose Garden after a win he boasts, ""I'm not a politician, how my doin' not too bad hah, I'm President, right!""  ",,es4ideas,6772
218,"GOP, TrumpRussia",2017-05-04 20:29:42,"In other words the: has approved &amp; is promoting Authoritarian Kleptocracy.. Independent  investigation NOW.

 ","In other words the: has approved &amp; is promoting Authoritarian Kleptocracy.. Independent  investigation NOW.

 ",https://twitter.com/i/web/status/860229973881368576,AgentScully2017,6896
219,,2017-05-04 20:29:44,"Somehow I bet erectile dysfunction isn't considered a pre-existing condition. Love to pay for their boners, lucky us. Mmmerica. ","Somehow I bet erectile dysfunction isn't considered a pre-existing condition. Love to pay for their boners, lucky us. Mmmerica. ",https://twitter.com/i/web/status/860229980776693761,elizmayerle,6751
220,"AHCA, Obamacare",2017-05-04 20:29:49,"How Obamacare Fails People With Pre-existing Conditions 
  Affordable Care Act
","How Obamacare Fails People With Pre-existing Conditions 
  Affordable Care Act
",https://www.usnews.com/opinion/policy-dose/articles/2017-05-02/how-obamacare-fails-people-with-pre-existing-conditions?src=usn_tw,IsabelaRM1,6768
221,ObamaCare,2017-05-04 20:29:54, repeal HR are rushing to a vote contains an exemption for members of Congress &amp; staff from losing benefits that bill eliminates., repeal HR are rushing to a vote contains an exemption for members of Congress &amp; staff from losing benefits that bill eliminates.,,LaraLMek,7138
222,AHCA,2017-05-04 20:29:54,"Retweeted Jim Clyburn SC-06 (@ClyburnSC06):

The  will have such an egregious and inhumane impact on... ","Retweeted Jim Clyburn SC-06 (@ClyburnSC06):

The  will have such an egregious and inhumane impact on... ",http://fb.me/1vfzqsFBp,Senecaangel,7215
223,,2017-05-04 20:29:55,". @PAAttorneyGen will you join him, please? With love- a resident of Pa. ",". @PAAttorneyGen will you join him, please? With love- a resident of Pa. ",https://twitter.com/agschneiderman/status/860229551619801088,JanetteKirchner,7199
224,,2017-05-04 20:29:56,Look at the shit-eating grin on this disgusting worm who voted today to destroy the lives of hundreds of thousands of his constituents. ,Look at the shit-eating grin on this disgusting worm who voted today to destroy the lives of hundreds of thousands of his constituents. ,https://twitter.com/i/web/status/860230032987312128,up_in_the_Jer,7153
225,AHCA,2017-05-04 20:29:57,"I never really loved the expression, but @CharlesPPierce just went all types of masshole on the  and he might just have a point ","I never really loved the expression, but @CharlesPPierce just went all types of masshole on the  and he might just have a point ",https://twitter.com/i/web/status/860230033922809856,Pat_Beaudry,6754
226,"Obamacare, AHCA",2017-05-04 20:30:00,"20 Republican House Members Voted Against the Healthcare Bill 
  
 ","20 Republican House Members Voted Against the Healthcare Bill 
  
 ",http://buff.ly/2qF0Zbj,ProjRepubic,7012
227,,2017-05-04 20:30:01,Shame! ,Shame! ,https://twitter.com/BraddJaffy/status/860204878903332864,Treecy_WildTale,7180
228,"AHCA, shameonyou, preexistingconditions",2017-05-04 20:30:01, how much of this has to do with the American people and their lives vs. Getting revenge on Obama  , how much of this has to do with the American people and their lives vs. Getting revenge on Obama  ,,mummadi123,6812
229,,2017-05-04 20:30:01,"Of course. This was always going to happen. Will go to conference, and the Senate will make the House vote up or down on theirs. ","Of course. This was always going to happen. Will go to conference, and the Senate will make the House vote up or down on theirs. ",https://twitter.com/i/web/status/860230052629401600,kwcollins,6849
230,AHCA,2017-05-04 20:30:05,I'M TRYING TO REMAIN CALM BUT HOW CAN I REMAIN CALM WHEN SOME OF MY PREEEXISTING CONDITIONS AREN'T COVERED? ,I'M TRYING TO REMAIN CALM BUT HOW CAN I REMAIN CALM WHEN SOME OF MY PREEEXISTING CONDITIONS AREN'T COVERED? ,,delreyxhemmings,6758
231,,2017-05-04 20:30:06,These 24 House Republicans voted for Trumpcare in seats where Trump got less tha..  ,These 24 House Republicans voted for Trumpcare in seats where Trump got less tha..  ,http://bit.ly/2qET9hY,365TopNews,7155
