ID,#ofRts,HashTags,TweetText,Output,URL,User,Randomize
495,13,eurovision,Please see @courtwhip's timeline re:  'prankster'. He 1) is a serial harasser of celebrity women &amp; 2) not Australian,Please see @courtwhip's timeline re:  'prankster'. He 1) is a serial harasser of celebrity women &amp; 2) not Australian,,BlackTrotter,
112,1131,"Eurovision, CYP","please fall, please fall, please fall     ","please fall, please fall, please fall     ",,mattismylife97,
1010,157,"TeamIMRI, IFeelAlive","Please be with me tonight - song number 1! Let's rock! 🇮🇱🇺🇦💪🏼
----------------------------
 … ","Please be with me tonight - song number 1! Let's rock! 🇮🇱🇺🇦💪🏼
----------------------------
 … ",,gomex_mendes,
23,545,eurovision,"person: how are you?
me: 

 ","person: how are you?
me: 

 ",,DialMforMara,
624,179,,"People from other european countries: hey please vote for my country

Spanish people: 
WHO TF VOTED FOR US… ","People from other european countries: hey please vote for my country

Spanish people: 
WHO TF VOTED FOR US… ",,heldbyackles,
520,0,,Pastor Jerry can't watch BUT... ,Pastor Jerry can't watch BUT... ,https://twitter.com/zlando/status/863487228600864772,pastorjerryarm1,
383,3,Eurovision,"Our Ukraine  hosts did a fantastic job! Congrats and thanks to Oleks Skichko, Vova Ostapchuk and Timur M… ","Our Ukraine  hosts did a fantastic job! Congrats and thanks to Oleks Skichko, Vova Ostapchuk and Timur M… ",,KatinCumming,
988,0,,Or the part where he came in and said Mother Russia was calling ,Or the part where he came in and said Mother Russia was calling ,https://twitter.com/JoshuaRobinsoz/status/863575683905331201,noicingcupcake,
471,0,,"Onouka...how to describe? They are a traditional Ukrainian orchestra led by singing lady stormtroopers. With techno. AMAZING. 

 ","Onouka...how to describe? They are a traditional Ukrainian orchestra led by singing lady stormtroopers. With techno. AMAZING. 

 ",https://twitter.com/i/web/status/863607944520323072,navahw,
1112,269,"blessed, WOW, Eurovision",OMG 4th in the JURY VOTE AND 9th OVERALL!!!!    😱😱🇦🇺🎶❤️,OMG 4th in the JURY VOTE AND 9th OVERALL!!!!    😱😱🇦🇺🎶❤️,,n3ThMiii,
355,0,,omfg ,omfg ,https://twitter.com/joe_co_uk/status/863510014329311234,yeIchinanton,
678,197,Eurovision,"OH. MY. GOD 

","OH. MY. GOD 

",,gatoconuggs,
1034,0,Eurovision,"Oh, games twitter. How I adore you. I've never seen so many  fans in real life before!! My people, I have found you at last ❤️","Oh, games twitter. How I adore you. I've never seen so many  fans in real life before!! My people, I have found you at last ❤️",,letsplayprogram,
361,119,Eurovision,Oh shit here we go! 👀🇩🇰 ,Oh shit here we go! 👀🇩🇰 ,,jack_is_smol,
433,0,,Oh No. Not This Again. ,Oh No. Not This Again. ,https://twitter.com/danielhowell/status/863490612804415489,smiledarnyou,
474,0,,Oh I do love her ❤️ ,Oh I do love her ❤️ ,https://twitter.com/jk_rowling/status/863511611927035904,LA_Desousa,
71,0,,OH GET FUCKED ,OH GET FUCKED ,https://twitter.com/abcnews/status/863523152311091200,jiangyin,
434,0,"eurovision, TeamKris",Of course he cried.  FIX THIS! Your voting system is rigged.  ,Of course he cried.  FIX THIS! Your voting system is rigged.  ,,LaboiLaferno,
10,0,"Eurovision, UFC211, Portugal, WhitePeople","Obama: ""We're Training ISIL""   i   ","Obama: ""We're Training ISIL""   i   ",http://www.youtube.com/watch?v=p2NkjNvwuaU,ZanelleNestor,
43,3,"Eurovision, UFC211, Portugal",Obama was Caught Smoking Crack in Limousine with Gay Lover   i   ,Obama was Caught Smoking Crack in Limousine with Gay Lover   i   ,,Thorlyx,
425,78,EUROVISION,Numberwang!!! ,Numberwang!!! ,,GuyCLJohnston,
1038,101,Eurovision,nothing will ever top this  ,nothing will ever top this  ,,nattbex,
429,614,Eurovision,Not the weirdest dance routine we’ve seen this evening.  ,Not the weirdest dance routine we’ve seen this evening.  ,,KATIEGEEKCHICK,
282,44,ITA,"Not only our friend in the UK, but our niece in Wales going to vote for . Closing in on the win, one vote at a time. ","Not only our friend in the UK, but our niece in Wales going to vote for . Closing in on the win, one vote at a time. ",,ScotterWebb,
964,144,eurovision,"Not gonna lie, I'm a 100% watching  with my dad right now, and I'm 100% into it","Not gonna lie, I'm a 100% watching  with my dad right now, and I'm 100% into it",,ByronNYC80s,
812,10,"Eurovision, NOR",Not bad at all!  ,Not bad at all!  ,,purnomoadi490,
502,0,,"No, it was devised by his cat!! @Baddiel 😁 ","No, it was devised by his cat!! @Baddiel 😁 ",https://twitter.com/baddiel/status/863520808081272832,GuyCLJohnston,
254,26,Eurovision,No way did the Simpsons call that too????  ,No way did the Simpsons call that too????  ,,PingoId91,
1128,250,Eurovision,No points from Ireland to the UK. Ah well. 300 years and all that. ,No points from Ireland to the UK. Ah well. 300 years and all that. ,,1lloydie,
104,223,eurovision,"No points from Ireland to the U.K!

THAT'S FOR THE FAMINE YOU BASTARDS 

","No points from Ireland to the U.K!

THAT'S FOR THE FAMINE YOU BASTARDS 

",,kryptogal,
225,375,,"No other presenters will ever beat Måns and Petra's performance last year of ""love love peace peace"" and I'm just s… ","No other presenters will ever beat Måns and Petra's performance last year of ""love love peace peace"" and I'm just s… ",,NocturneAeros,
15,142,"ClashOfClans, Eurovision, UFC211, WangoTango, Portugal",New  Coin Generator 2017     ,New  Coin Generator 2017     ,https://docs.google.com/document/d/11oC8H4ocJaTURxEw_pkmfwVnXdLUp9HJ1KNXJHgtZnM/edit?usp=sharing,m0dQS0FdvHKJczL,
661,19,Eurovision,Never forget the best  singer ,Never forget the best  singer ,,nievessvictoria,
3,4627,Eurovision,Never forget  ,Never forget  ,,pewlsey,
223,1052,"Eurovision, NED",Needs more inspirational quotes 0/10  ,Needs more inspirational quotes 0/10  ,,mattismylife97,
1081,177,Eurovision,"Nathan Trent -The Austrian Justin Timberlake. Austrian for Trousersnake, is Hosen Schlange.  ","Nathan Trent -The Austrian Justin Timberlake. Austrian for Trousersnake, is Hosen Schlange.  ",,Natii_Madrigal,
606,5911,eurovision,my two moods  ,my two moods  ,,hqpparker,
531,1,Eurovision,My timeline full of fucking  shit 😡🔫,My timeline full of fucking  shit 😡🔫,,7Rj8PXhEgIE8vxT,
1197,113,Eurovision,"MY NEW IDOL
 ","MY NEW IDOL
 ",,nievessvictoria,
630,2314,,"My husband: 'my God, what are the Aussies doing voting for us?'
My son: 'We have a friend, Dad. We're not alone.' ","My husband: 'my God, what are the Aussies doing voting for us?'
My son: 'We have a friend, Dad. We're not alone.' ",,cwash94,
226,0,eurovision,"My Hotel JuST WASSSSSSSSS!!!!?

 ","My Hotel JuST WASSSSSSSSS!!!!?

 ",,WolkeKristin,
497,54,"Italy, Eurovision",My favourite entry from   ,My favourite entry from   ,,darrylcarulli,
7,27,Eurovision,My face when Portugal won. Seriously?!  ,My face when Portugal won. Seriously?!  ,,Scoobydoo007,
1079,0,Eurovision,My dad is going to be so pissed when he finds out how much money is spent to vote for @isaiahofficial  ,My dad is going to be so pissed when he finds out how much money is spent to vote for @isaiahofficial  ,,ayse_1710,
907,40,,My account was hacked. ,My account was hacked. ,https://twitter.com/DaftLimmy/status/863503729496084480,FarrahFahme,
738,2669,"TeamOG3NE, EUROVISION, NED, esc2017, esc17",Mom…. This one was for you!!! ❤ 🇳🇱      ,Mom…. This one was for you!!! ❤ 🇳🇱      ,,sjlangs,
1184,0,EUROVISION,Moldova: I'm confused but enjoying it. I'm not mad. ,Moldova: I'm confused but enjoying it. I'm not mad. ,,DistortedDayd,
866,0,eurovision,Missed all the  excitement (if that is the right word?) as I had to be up at 4am to get to the airport. Leaving Malta... ✈️🙁,Missed all the  excitement (if that is the right word?) as I had to be up at 4am to get to the airport. Leaving Malta... ✈️🙁,,Britt_W,
1288,472,Eurovision,me trying to sing all parts in bohemian rhapsody by myself  ,me trying to sing all parts in bohemian rhapsody by myself  ,,ChuckSebesta,
1301,279,Eurovision,Me trying to remember names at a party  ,Me trying to remember names at a party  ,,nievessvictoria,
665,81,Eurovision,me being ignored by everyone in the group chat  ,me being ignored by everyone in the group chat  ,,SladkoKotLimona,
369,612,"Eurovision, SWE","me after ten seconds in the gym

  ","me after ten seconds in the gym

  ",,SunflowerJun,
702,1631,Eurovision,Matching icons for you and your loser friend  ,Matching icons for you and your loser friend  ,,lp1360,
379,870,Eurovision,make  weird again x ,make  weird again x ,,feeling_lost26,
541,239,Eurovision,Magical performance from Ruslana -  winner in 2004 ,Magical performance from Ruslana -  winner in 2004 ,,dzulkarnainasso,
380,1,Eurovision,Lucie Jones stunned  viewers ,Lucie Jones stunned  viewers ,http://bit.ly/2rcBspI,its7swaggy,
142,296,Eurovision,Lovechild of @anne_hegerty &amp; @AlanCarr on the  tonight 😂 ,Lovechild of @anne_hegerty &amp; @AlanCarr on the  tonight 😂 ,,GuyCLJohnston,
782,47,"Eurovision, POR",Love love LOVE ❤️  ,Love love LOVE ❤️  ,,purnomoadi490,
63,8593,Eurovision,Lot of people ask why Australia is in . The explanation is simple - BECAUSE EUROVISION SHUT UP ,Lot of people ask why Australia is in . The explanation is simple - BECAUSE EUROVISION SHUT UP ,,hausofashh,
18,4727,Eurovision,Looks like Azerbaijan has been playing my horse prince ,Looks like Azerbaijan has been playing my horse prince ,,thropp68,
1097,1050,Eurovision,"LIKE for 
RT for Chucklevision ","LIKE for 
RT for Chucklevision ",,USqfLjP1R5bHDUP,
1236,2696,Eurovision,"Let's not go jumping to conclusions about his nationality, there's no way we could know  ","Let's not go jumping to conclusions about his nationality, there's no way we could know  ",,OhNoMacho,
554,3,"SBSeurovision, Eurovision",Lee Lin killed it!!! She even pronounced Kyiv correctly. She's a fierce queen   ,Lee Lin killed it!!! She even pronounced Kyiv correctly. She's a fierce queen   ,,pixieodeath,
51,0,"LosAngeles, ILLMUZAKMANAGEMENT, tourlife, MIXTAPE, Empire, Eurovision, 11pm",LATE Flight Back to   2day show   VIP PASS meet&amp;greet $48.00 plus    ,LATE Flight Back to   2day show   VIP PASS meet&amp;greet $48.00 plus    ,,24HOURGRIND,
177,1118,"Eurovision, AZE",LADDERHORSE!!!!!!!!!!!   ,LADDERHORSE!!!!!!!!!!!   ,,mattismylife97,
493,38,,"Knock knock
- Who's there?
A little old lady
- A little old lady who?
That's it, you've got it. Sing along now
 ","Knock knock
- Who's there?
A little old lady
- A little old lady who?
That's it, you've got it. Sing along now
 ",,bulkslabhead,
272,47,eurovision,"Just turned  on: three white male presenters standing in front of a huge logo which says ""Celebrate Diversity"".","Just turned  on: three white male presenters standing in front of a huge logo which says ""Celebrate Diversity"".",,TezMillerOz,
529,56,Eurovision,JUST DO IT for your lover  ,JUST DO IT for your lover  ,,Jakepot_,
1156,0,eurovision,"Just checked the final tally, and I really can't believe so few of you unfollowed me over my  spam. &lt;3","Just checked the final tally, and I really can't believe so few of you unfollowed me over my  spam. &lt;3",,tha_rami,
748,520,Eurovision,Italy to the rest of Europe  ,Italy to the rest of Europe  ,,sheslytherin,
916,0,Eurovision,"It's the first time my top favourite wins  And it was Portugal And it was a non-English song, I couldn't be happier!","It's the first time my top favourite wins  And it was Portugal And it was a non-English song, I couldn't be happier!",,thiefoworld,
262,1636,Eurovision,It's okay Britain we've got a secret weapon adding up our scores this year  ,It's okay Britain we've got a secret weapon adding up our scores this year  ,,F1nbfcNE4XSLcyr,
1178,7,eurovision,"It's always nice when your friends show up to support you! 
 ","It's always nice when your friends show up to support you! 
 ",,zlando,
180,29,"Eurovision, Portugal, SalvadorSobral",It's a portuguese thing :P //     @Cristiano ,It's a portuguese thing :P //     @Cristiano ,,earlytrinidad_,
1043,12,"Eurovision, Fatima100, Fatima","It is no coincidence that Portugal won  on the day of the  canonization by the Holy Father. 
","It is no coincidence that Portugal won  on the day of the  canonization by the Holy Father. 
",,HuckBetts,
937,1176,Eurovision,It is foretold that he will reappear in times of great unrest  ,It is foretold that he will reappear in times of great unrest  ,,grumpy_bisexual,
394,32,,Israel should be banned from participating in Eurovision b/c of appalling human rights record. Besides Israel is in… ,Israel should be banned from participating in Eurovision b/c of appalling human rights record. Besides Israel is in… ,,garethdavies110,
305,28,Eurovision,Israel quits Eurovision Song Contest live on air after 44 years:   ,Israel quits Eurovision Song Contest live on air after 44 years:   ,http://www.mirror.co.uk/tv/tv-news/israel-quits-eurovision-song-contest-10418390#ICID=sharebar_twitter,eric16_oates,
532,399,"Eurovision, esc2017, isr","Israel - IMRI – I feel alive. He's sexy, and he knows it *eyeroll gif*        ","Israel - IMRI – I feel alive. He's sexy, and he knows it *eyeroll gif*        ",,ShayenLonely,
368,17,"Eurovision, NeverForget","Is it too late to vote for Poland's 2014 entry?
 
 ","Is it too late to vote for Poland's 2014 entry?
 
 ",,heed71,
1220,2,"Sweden, Eurovision","Is  burning or NOT?
Watch this video and decide for yourself!
","Is  burning or NOT?
Watch this video and decide for yourself!
",,zlando,
263,1,eurovision,Ireland... common brah ,Ireland... common brah ,,dVLXFMGlvUqTvbc,
297,261,Eurovision,invited all my friends round for a  party but I think they're just here for the food ,invited all my friends round for a  party but I think they're just here for the food ,,punk_assnerd,
293,0,EpicSaxGuy,In case you need more!   ,In case you need more!   ,https://twitter.com/AngryBirds/status/863502247837282304,AppFrolution,
257,1703,Eurovision,"imagine not having graham norton as your commentator?? 

 ","imagine not having graham norton as your commentator?? 

 ",,maenandis,
967,0,eurovision,Imagine a world without . How sad of a thought. ,Imagine a world without . How sad of a thought. ,https://twitter.com/bbceurovision/status/863494537552961537,cristescu,
996,1602,"Eurovision, AZE",IM DYING   ,IM DYING   ,,Keranouille,
378,391,Eurovision,"If you've watched the , please phone your local police station to report Moldova being ROBBED!","If you've watched the , please phone your local police station to report Moldova being ROBBED!",,1lloydie,
11,18457,Eurovision,if they wanted phil and i to host they could have just asked there's no need to hijack our style   ,if they wanted phil and i to host they could have just asked there's no need to hijack our style   ,,itsbailey15,
956,1,Eurovision,If Sweden doesn't win this year which I doubt I really want Portugal to win ,If Sweden doesn't win this year which I doubt I really want Portugal to win ,,ladygagakpop,
430,854,Eurovision,"If everyone watching  in the UK followed us we would reach our target by midnight! Come on people,you've… ","If everyone watching  in the UK followed us we would reach our target by midnight! Come on people,you've… ",,DmageeDebbie,
805,72,Eurovision,"If Europe really wanted to troll us, they'd vote for the UK to win  then make us pay through the nose to compete post-Brexit.","If Europe really wanted to troll us, they'd vote for the UK to win  then make us pay through the nose to compete post-Brexit.",,Tsunami65,
560,649,EUROVISION,IF 👏 YOU 👏 AREN'T 👏 COMBINING 👏 YODELING 👏 AND 👏 RAP 👏 YOU 👏 DON'T 👏 BELONG 👏 IN 👏 ,IF 👏 YOU 👏 AREN'T 👏 COMBINING 👏 YODELING 👏 AND 👏 RAP 👏 YOU 👏 DON'T 👏 BELONG 👏 IN 👏 ,,bettanneta,
867,0,,Idiot on show for all the world to see. ,Idiot on show for all the world to see. ,https://twitter.com/9NewsAUS/status/863550978884349953,Veramelrose,
740,6,EUROVISION,ICONIC.  ,ICONIC.  ,,Light88,
1297,138,Eurovision,"I'm looking forward to the voting stage of 
Diane Abbott's in charge. Eveyone will score Eleventeen.","I'm looking forward to the voting stage of 
Diane Abbott's in charge. Eveyone will score Eleventeen.",,n06joe,
1064,19,,I'm glad I found this out AFTER I saw the winner &amp; his sister perform together. I would have been a mess otherwise… ,I'm glad I found this out AFTER I saw the winner &amp; his sister perform together. I would have been a mess otherwise… ,,noicingcupcake,
932,0,,I WANT TO BELIEVE ,I WANT TO BELIEVE ,https://twitter.com/loffio/status/863508885906366465,Nadif,
168,1611,"Eurovision, CRO",I wanna have sex with this man  ,I wanna have sex with this man  ,,mattismylife97,
335,0,"BUL, eurovision",I took a pic of JD in which she looks like   but she won't let me share it :(,I took a pic of JD in which she looks like   but she won't let me share it :(,,Tara_Vern,
356,147,,I see it's that time of year when the Spring tides bring Australia into the northern hemisphere to take part in… ,I see it's that time of year when the Spring tides bring Australia into the northern hemisphere to take part in… ,,Celinnocence,
20,0,,I saw this and deadass thought it was @GodHatesMiles ,I saw this and deadass thought it was @GodHatesMiles ,https://twitter.com/bbceurovision/status/863499484722073600,rawsoftglow,
1217,1,Eurovision,I need the recap to decide on the best song as was too blinded by Greece and Swedens looks  ,I need the recap to decide on the best song as was too blinded by Greece and Swedens looks  ,,9dP422CN22DBWBk,
763,0,,I love my land ,I love my land ,https://twitter.com/victuuris95/status/863494715852935168,DonniesCatch,
458,773,Eurovision,I love  because it's basically a six hour marathon of WrestleMania entrances ,I love  because it's basically a six hour marathon of WrestleMania entrances ,,RangerRick,
981,573,Eurovision,i leave here this  ,i leave here this  ,,nievessvictoria,
818,0,,i learnt about the meaning behind the song &amp; Salvador's heart problem and i feel so emotional now. Well deserved tbh 👏🏼 ,i learnt about the meaning behind the song &amp; Salvador's heart problem and i feel so emotional now. Well deserved tbh 👏🏼 ,https://twitter.com/i/web/status/863608662740291584,hausofashh,
1198,791,eurovision,I knew salad fingers would win ,I knew salad fingers would win ,,LilacKitties,
186,3343,eurovision,I FUCKIN WHEEZED GOODBYE  ,I FUCKIN WHEEZED GOODBYE  ,,lightvood,
1066,0,Eurovision,I declare Haim's SNL performance as the unofficial USA entry for ,I declare Haim's SNL performance as the unofficial USA entry for ,,heyNikki20,
982,397,"Romania, Eurovision, ESC2017",I can't unsee this    ,I can't unsee this    ,,mbinswanger,
1162,11,"EUROVISION, ESCITA, ESC2017",I CAN'T BELIEVE WE LOSE TO PEOPLE THAT DON'T EVEN KNOW WHAT A BIDET IS   ,I CAN'T BELIEVE WE LOSE TO PEOPLE THAT DON'T EVEN KNOW WHAT A BIDET IS   ,,itsbrokenarrow,
994,0,Eurovision,i can't believe i miss the ,i can't believe i miss the ,,ddbracewell,
1154,62,,Huge respect to whoever on @bbceurovision had to write the subtitles for tonight's show! You nailed it!!… ,Huge respect to whoever on @bbceurovision had to write the subtitles for tonight's show! You nailed it!!… ,,DrClarkIPresume,
454,758,EUROVISION,how it feels to be american rn  ,how it feels to be american rn  ,,thehecticglow_,
276,0,eurovision,Honestly have watched @luciejones1 performance at  about 10 times now. Stunning,Honestly have watched @luciejones1 performance at  about 10 times now. Stunning,,mrh0691,
240,470,Eurovision,history repeats itself  ,history repeats itself  ,,cujohtxt,
9,0,"Eurovision, UFC211, Portugal, WhitePeople",Hillary Clinton in 1975: Defends a Child Rapist   i   ,Hillary Clinton in 1975: Defends a Child Rapist   i   ,http://www.youtube.com/watch?v=gEJQf0DDZxc,ZukileAmethyst,
196,0,"Eurovision, UFC211, Portugal, WhitePeople",Hillary Clinton - a true story of murder   i   ,Hillary Clinton - a true story of murder   i   ,http://www.youtube.com/watch?v=_g_WVWjQ-8Q,ZukriDionicio,
413,333,Eurovision,"Hi @JunckerEU, quick question - why is  being presented in English? Thought it was ""losing its importance in Europe""? Thanks","Hi @JunckerEU, quick question - why is  being presented in English? Thought it was ""losing its importance in Europe""? Thanks",,5B8BI,
197,5060,,"Hey Africa, North America, South America, Antarctica. We Europe are drunk and we are taking Australia with us.… ","Hey Africa, North America, South America, Antarctica. We Europe are drunk and we are taking Australia with us.… ",,42shadesofgeek,
1219,0,Eurovision,Hey @SBS Can we have a competition where we can vote for next years Aussie  entry? I need the Eurovision season to last longer!!,Hey @SBS Can we have a competition where we can vote for next years Aussie  entry? I need the Eurovision season to last longer!!,,probably,
232,312,"Eurovision, Portugal","Here are the full results of  2017 Grand Final! ✨
Congratulations to  who won for the first tim… ","Here are the full results of  2017 Grand Final! ✨
Congratulations to  who won for the first tim… ",,porpushe,
2,3138,"Eurovision, MDA","HELL YEAH EPIC SAX MAN IS BACK, IM FULLY ERECT   100000/10","HELL YEAH EPIC SAX MAN IS BACK, IM FULLY ERECT   100000/10",,orik_i_bolik,
1046,3,Eurovision,helena paparizou was th best eurovision winner in eurovision history i stand by that forever ,helena paparizou was th best eurovision winner in eurovision history i stand by that forever ,,nic0le_tee,
1006,4,,"He's Ukranian, the same guy who attacked Gigi Hadid on the runway, Anna Wintour, Brad Pitt. Serial pest. Knob. ","He's Ukranian, the same guy who attacked Gigi Hadid on the runway, Anna Wintour, Brad Pitt. Serial pest. Knob. ",,Caffy49,
852,644,,"He's only 17, he sings like an angel and he can SUMMON ELECTRICITY. Look out @Harry_Styles! @KristianKostov_… ","He's only 17, he sings like an angel and he can SUMMON ELECTRICITY. Look out @Harry_Styles! @KristianKostov_… ",,Meghan0707,
1270,0,Eurovision,"He's like ""I won? Okay, I'll take it.""  ","He's like ""I won? Okay, I'll take it.""  ",,Veronika__Eve,
927,21,,He wasn't Australian!! VINDICATED!! ,He wasn't Australian!! VINDICATED!! ,https://twitter.com/abcnews/status/863556213962821633,madmanwithapen,
327,4268,Eurovision,"he protec
but he also atac
 ","he protec
but he also atac
 ",,kookminvasion,
118,1117,,he has an external pacemaker and is waiting for a heart transplant. don't talk shit about him ,he has an external pacemaker and is waiting for a heart transplant. don't talk shit about him ,https://twitter.com/bbceurovision/status/863482961836068868,disbetch,
423,0,,He actually was not even an Australian. ,He actually was not even an Australian. ,https://twitter.com/tomscott/status/863509777204248576,GreenEpidemic,
341,4828,Eurovision,Having a  party in Florida! Forcing all my family to watch 😎🌴🎶,Having a  party in Florida! Forcing all my family to watch 😎🌴🎶,,najera_imelda,
1142,7,Eurovision,HARD BORDER NOW ,HARD BORDER NOW ,,GuyCLJohnston,
484,0,eurovision,Haha I just watched  and I found this weird and strange haha ,Haha I just watched  and I found this weird and strange haha ,https://twitter.com/CheekyFerret_/status/863484983477981186,sjlangs,
465,38,"Eurovision, Eurovision","Greece won the Euros in 2004
Greece won  in 2005

Portugal won the Euros in 2016
Portugal win  in 2017...?","Greece won the Euros in 2004
Greece won  in 2005

Portugal won the Euros in 2016
Portugal win  in 2017...?",,CarlitaLincecum,
850,0,"Portugal, Eurovision",Good morning and congratulations to ! Not a surprise! 😎  ,Good morning and congratulations to ! Not a surprise! 😎  ,https://twitter.com/nytimes/status/863579779118845952,LaurisReiniks,
5,4417,,"good evening europe daniel calling! my big points would go to:

armenia - 12
italy - 10 
belgium - 8
netherlands - 6
sweden - 7

","good evening europe daniel calling! my big points would go to:

armenia - 12
italy - 10 
belgium - 8
netherlands - 6
sweden - 7

",,phanlover_13,
857,0,eurovision,God the hosts of  are funny lol,God the hosts of  are funny lol,,sjlangs,
243,54,,"God damn it, someone with an Australian flag jumped on stage and pulled their pants down. This is why we can't have nice things. ","God damn it, someone with an Australian flag jumped on stage and pulled their pants down. This is why we can't have nice things. ",,PatrickL0311,
367,1297,Eurovision,god bless  ,god bless  ,,_chweyuk,
298,214,Eurovision,"Germany in recent  :

2015: 27th place
2016: 26th place
2017: 25th place
. 
. 
2040: 1st place

We're coming for it!","Germany in recent  :

2015: 27th place
2016: 26th place
2017: 25th place
. 
. 
2040: 1st place

We're coming for it!",,jonas_free,
35,0,"Eurovision, UFC211, Portugal, WhitePeople",George Soros: I carry potent messianic fantasies   i   ,George Soros: I carry potent messianic fantasies   i   ,http://bit.ly/2qdQ1Mt,YeyenAmitab,
4,0,"Eurovision, UFC211, Portugal, WhitePeople",George Soros wants to bring down Europeâ€™s borders   i   ,George Soros wants to bring down Europeâ€™s borders   i   ,http://hwww.youtube.com/watch?v=FGi_e3RDbeQ,YoyaClarice,
24,0,"Eurovision, UFC211, Portugal, WhitePeople",George Soros thinks he's God   i   ,George Soros thinks he's God   i   ,http://articles.latimes.com/2004/oct/04/opinion/oe-ehrenfeld4,YongNajir,
12,0,"Eurovision, UFC211, Portugal, WhitePeople",George Soros Feels No Guilt In Helping The Nazis   i   ,George Soros Feels No Guilt In Helping The Nazis   i   ,http://www.youtube.com/watch?v=_HpR0Gcd1m8,ZebedeeGrampa,
1144,0,,Fuck. 😭❤️ ,Fuck. 😭❤️ ,https://twitter.com/oohgaryc/status/863571973267496961,whoisgsk,
392,3250,,Fuck you. ,Fuck you. ,https://twitter.com/janemerrick23/status/863519415425433604,qualeatuamoca,
1094,0,,Fuck ,Fuck ,https://twitter.com/oohgaryc/status/863571973267496961,whoisgsk,
703,1,"occidentaliskarma, Eurovision, CelebrateDiversity, 12points",From Mexico @frankgabbani     @EurovisionMex ,From Mexico @frankgabbani     @EurovisionMex ,,EurovisionMex,
260,42,"BBC, ISIS","From : Brilliant  parody!!!
I EXPLODED... from laughter!
Only INFIDELS allowed to watch!
   
","From : Brilliant  parody!!!
I EXPLODED... from laughter!
Only INFIDELS allowed to watch!
   
",https://goo.gl/fA5d7C,zlando,
524,2560,"subtle, Eurovision",France. OR MAYBE SOME OTHER COUNTRY HOW COULD WE TELL FROM THIS STAGING?   ,France. OR MAYBE SOME OTHER COUNTRY HOW COULD WE TELL FROM THIS STAGING?   ,,williammoalaeua,
1117,0,"Eurovision, UFC211, WangoTangoAmauryEscoto","Forfurther inquiry





 ","Forfurther inquiry





 ","http://Www.Whyislam.ph, https://twitter.com/i/web/status/863609190572601344",IslamPeace22,
442,0,"Eurovision, UF, WangoTangoAmauryEscoto","For further inquiry👇


 


 ","For further inquiry👇


 


 ","http://Www.Whyislam.ph, https://twitter.com/i/web/status/863607858851717122",alfares_dr,
53,0,"Eurovision, WangoTangoAmauryEscoto","For further inquiry👇




 ","For further inquiry👇




 ","http://Www.Whyislam.ph, https://twitter.com/i/web/status/863606819469570048",IslamPeace22,
395,0,"Eurovision, UF, WangoTangoAmauryEscoto","For further inquiry👇





 ","For further inquiry👇





 ","http://Www.Whyislam.ph, https://twitter.com/i/web/status/863607665066475520",alfares_dr,
891,0,"Eurovision, UFC211, WangoTangoAmauryEscoto","For further inquiry
Www.Whyislam.p




 ","For further inquiry
Www.Whyislam.p




 ",https://twitter.com/i/web/status/863608802733694977,alfares_dr,
403,0,"Eurovision, UFC211, WangoTangoAmauryEscoto","For further inquiry





 ","For further inquiry





 ","http://Www.Whyislam.ph, https://twitter.com/i/web/status/863607689238241280",alfares_dr,
269,0,"LosAngeles, ILLMUZAKMANAGEMENT, tourlife, MIXTAPE, Eurovision",Flight Back to   2day show   VIP meet&amp;greet $48.00 plus  parkinglot gate 8  party,Flight Back to   2day show   VIP meet&amp;greet $48.00 plus  parkinglot gate 8  party,,24HOURGRIND,
978,1,Eurovision,First they win the EUROs now it's looking like they will win the  Portugal is taking over Europe 😁😁,First they win the EUROs now it's looking like they will win the  Portugal is taking over Europe 😁😁,,t1qRzmJY8lKzTiR,
330,80,Eurovision,EXPERIENCE TRANQUILITY  ,EXPERIENCE TRANQUILITY  ,,CernSkull,
102,12328,eurovision,expectations vs reality  ,expectations vs reality  ,,CarlitaLincecum,
1104,1736,,"Everyone: This sounds like Titanium by David Guetta and Sia

Germany: ThIs SouNdS LiKe tiTaNIum bY DavID gUeTta aNd… ","Everyone: This sounds like Titanium by David Guetta and Sia

Germany: ThIs SouNdS LiKe tiTaNIum bY DavID gUeTta aNd… ",,mtvjai,
1080,295,Eurovision,"everyone: since when is australia in europe? 

austalia: SiNcE wHeN iS aUsTrAlia iN eUrOpE? 

 ","everyone: since when is australia in europe? 

austalia: SiNcE wHeN iS aUsTrAlia iN eUrOpE? 

 ",,piccolocuo,
386,113,eurovision,"Eurovision voting for a guy who hates eurovision is what 2017 is all about really, isn't it? ","Eurovision voting for a guy who hates eurovision is what 2017 is all about really, isn't it? ",,TezMillerOz,
39,269,Eurovision,"Europe: but Australia isn't in Europe? 

Eurovision: BUt auStraLIA iSnT IN euROpe? 

 ","Europe: but Australia isn't in Europe? 

Eurovision: BUt auStraLIA iSnT IN euROpe? 

 ",,Pony_Farts,
208,1,Eurovision,"Europe, this is your last chance to keep us in, vote for us for a change! ","Europe, this is your last chance to keep us in, vote for us for a change! ",,uCKMSaU6Y5vAQbL,
431,339,,ed balls listens to evanescence pass it on ,ed balls listens to evanescence pass it on ,https://twitter.com/edballs/status/863492577970061312,ella_raddo,
